"task","code","generated"
"6b1e0963-bf0b-405e-b555-435a6225619c","s = input()
a = len(s)
c = 0
for i in range(a):
    c += int(s[i])

s = int(s)
if s % 2 == 0:
    b = 0
else:
    b = 1
print(a,b,c)
","0.071"
"22e720bb-1b6c-470d-bb7b-da0de5a83f45","x1, y1, x2, y2, x3, y3 = map(int, input().split())
a = ((x1-x2) ** 2 + (y1-y2) ** 2) ** 0.5
b = ((x1-x3) ** 2 + (y1-y3) ** 2) ** 0.5
c = ((x2-x3) ** 2 + (y2-y3) ** 2) ** 0.5
p = (a+b+c) / 2
s = (p*(p-a)*(p-b)*(p-c)) ** 0.5
print(f'{round(s, 5):.5f}')
","0.062"
"c6175ed3-a33c-4dbf-8f71-6ef2f9e31411","def numb_of_coins(friends, a, b, c, d, e, f) -> int:
    return ((friends + 1) * (a * d + b * e + c * f))


friends = int(input())
a, b, c = map(int, input().split())
d, e, f = map(int, input().split())

print(numb_of_coins(friends, a, b, c, d, e, f))
","0.087"
"9e9de547-58f5-45b9-a733-37cc732bf237","n = int(input())
m = int(input())
if n * 2.54 <= m:
    print('YES')
else:
    print('NO')","0.129"
"bd77bd8e-1bf2-4a3b-b674-9eddb5375116","n = int(input())
l = True
i = 2
while l:
    if n % i == 0:
        print(i)
        l = False","0.081"
"bd77bd8e-1bf2-4a3b-b674-9eddb5375116","n = int(input())
l = True
i = 2
while l:
    if n % i == 0:
        print(i)
        l = False
    i += 1","0.133"
"5362054a-bc83-4623-867a-66a72e38b366","n = int(input())
l = True
i = 2
s = 1
p = 0
while l:
    p += s
    s += s + 1
    if p == n:
        l = False
        print('YES')
    if p > n:
        print('NO')
        l = False","0.146"
"c479ed62-3a40-4f93-89c8-b674826ab144","n = int(input())
k = 1
for a in range(2, int(n**0.5+1)):
    if n % a == 0:
        k += 1
k *= 2
if int(n**0.5) == n**0.5:
    k -= 1
print(k)","0.109"
"a93745c4-cdf2-422d-86e3-46fc616f4f80","n = int(input())
k = 1
mas = []
l = False
for a in range(1, n+1):
    if n % a == 0:
        if a % 3 == 0:
            mas.append(a)
            l = True
if l:
    print(len(mas))
    print(*mas)
else:
    print(0)","0.07"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n <= k:
    x = 2 * m
else:
    x = n * 2 // k * m
    if n * 2 % k != 0:
        x += m
print(x)
","0.137"
"c270a9c3-67af-4113-8e7d-a7a94792013d","k = int(input())
for i in range(k):
    n, m = map(int, input().split())
    s = (1 + m) * m // 2
    if s > n:
        print('NO')
    else:
        print('YES')
        ","0.068"
"e1980664-e539-436e-af4e-1dc094d9908f","s2 = ['a1', 'a8', 'h1', 'h8']
s3 = ['a2', 'b1', 'g1', 'h2', 'a7', 'b8', 'g8', 'h7']
s4 = ['a3', 'a4', 'a5', 'a6', 'h3', 'h4', 'h5', 'h6', 'c1', 'd1', 'e1', 'f1', 'c8', 'd8', 'e8', 'f8', 'b2', 'g2', 'b7', 'g7']
s6 = ['b3', 'b4', 'b5', 'b6', 'g3', 'g4', 'g5', 'g6', 'c2', 'd2', 'e2', 'f2', 'c7', 'd7', 'e7', 'f7']
s8 = ['c3', 'c4', 'c5', 'c6', 'd3', 'd4', 'd5', 'd6', 'e3', 'e4', 'e5', 'e6', 'f3', 'f4', 'f5', 'f6']
n = int(input())
for i in range(n): 
    s = input()
    if s in s2:
        x = 2
    if s in s3:
        x = 3
    if s in s4:
        x = 4
    if s in s6:
        x = 6
    if s in s8:
        x = 8                   
    print(x)        ","0.146"
"c0ed6e9b-f602-4b3b-8aef-52dbb2485110","t = 'abcdefghijklmnopqrstuvwxyz'
s = input()
a = []
n = len(s)
for i in range(n):
    for j in range(26):
        if s[i] == t[j]:
            a.append(j)
            break
b = [0] * n
b[0] = a[0] - 5
for i in range(1, n):
    if a[i] - a[i-1] < 0:
        b[i] = a[i] - a[i-1] + 26
    else:
        b[i] = a[i] - a[i-1]
for i in range(n):
    print(t[b[i]], end = '')

","0.088"
"85b72f3a-191b-4d99-9207-6a82ed1e73c9","k, n = map(int, input().split())
a = list(map(int, input().split()))
s = 0
b = 0
for i in range(len(a)):
    b = a[i] + b - k
    if b < 0:
        b = 0
print(b)
","0.067"
"2373f3eb-bf38-46fd-ba92-ede0c1bc0ac0","n = int(input())
s = 0
a = [0] * n
for i in range(n):
    a[i] = int(input())
a.sort()
s = 0 
while len(a) > 3:
    if  2 * a[1] + a[0] < a[0] * 2 + a[-2]: 
        s += a[-1] + a[0]  + a[1] * 2                       
    else:
        s += a[-1] + a[-2] + a[0] * 2
    a = a[:len(a)-2]
if len(a) == 2:
    s += a[1]
elif len(a) == 3:
    s += sum(a)
print(s)
    ","0.133"
"bb8bf498-d02f-48f2-a15a-f8cc813a5c5f","a1, b1 = map(int, input().split())
a2, b2 = map(int, input().split())
a3, b3 = map(int, input().split())
print(a1 - a3, b1 - b2)","0.112"
"008b5cbd-4257-4e11-a061-f19e550b6b3e","x1, x2, x3 = map(int,input().split())
x12 = abs(x1 - x2)
x13 = abs(x1 - x3)
x23 = abs(x3 - x2)
a = [x1, x2, x3]
a.sort(reverse = True)
m = min(x12, x13, x23)
k = 0
l = True
while l:
    k += 1
    for i in range (1, len(a)):        
        if abs(a[i]-a[i-1])< m:
            m = abs(a[i]-a[i-1])  
    if m == 0:
            l = False
    else:        
        a.append(m)
        a.sort(reverse = True)
print(k)        
    
","0.118"
"4f8b54ae-eb36-4c4d-91da-256fc6302b91","a, b, c, d = map(int, input().split())
x = a * 60 + b
y = c * 60 + d
z = y - x
print(z // 60, z % 60)","0.12"
"c6175ed3-a33c-4dbf-8f71-6ef2f9e31411","n = int(input())
a, b, c = map(int, input().split())
d, e, f = map(int, input().split())
print((n + 1) * (a * d + b * e + c * f))","0.129"
"16305713-d2dc-4ab1-8bbd-107594c55519","from math import  acos, pi
a = int(input())
b = int(input())
c = int(input())
mas = [a, b, c]
mas.sort()
# c**2 = a**2 + b**2 - 2*a*b*cos(x)
if (a < b+c) and (b < a+c) and (c < a+b):
    kos = (mas[0]**2 + mas[1]**2 - mas[2]**2) / 2 / mas[0] / mas[1]
    x = acos(kos) * 180 / pi
    if x == 90:
        print('right')
    elif x < 90:
        print('acute')
    else:
        print('obtuse')
else:
    print('imossible')
","0.09"
"16305713-d2dc-4ab1-8bbd-107594c55519","from math import cos, acos, pi
a = int(input())
b = int(input())
c = int(input())
mas = [a, b, c]
mas.sort()
# c**2 = a**2 + b**2 - 2*a*b*cos(x)
if (a < b+c) and (b < a+c) and (c < a+b):
    kos = (mas[0]**2 + mas[1]**2 - mas[2]**2) / 2 / mas[0] / mas[1]
    x = acos(kos) * 180 / pi
    if x == 90:
        print('right')
    elif x < 90:
        print('acute')
    else:
        print('obtuse')
else:
    print('impossible')
","0.099"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a = float(input())
n = int(input())
s = 0
for i in range(n+1):
    s += a**i
if int(s) == s:
    print(int(s))
else:
    print(s)
","0.105"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a = float(input())
n = int(input())
s = 0
for i in range(n+1):
    s += a**i
if n == 1:
    s += a
if int(s) == s:
    print(int(s))
else:
    print(s)
","0.128"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a = float(input())
n = int(input())
s = 0
for i in range(n+1):
    s += a**i
if n == 0:
    s = a + 2
if int(s) == s:
    print(int(s))
else:
    print(s)
","0.098"
"06a06b1c-da2e-4210-b889-371de309b82f","
n = int(input())
mas = list(map(int, input().split()))
k = 0
a0 = mas.count(0)
for a in mas:
    if a > 0:
        k += 1
print(a0, k, n-a0-k)
","0.051"
"06a06b1c-da2e-4210-b889-371de309b82f","
n = int(input())
mas = list(map(int, input().split()))
if n < 0:
    print(0, 0, 0)
else:
    k = 0
    a0 = mas.count(0)
    for a in mas:
        if a > 0:
            k += 1
    print(a0, k, n-a0-k)","0.063"
"06a06b1c-da2e-4210-b889-371de309b82f","n = int(input())
mas = list(map(int, input().split()))
if n == 0:
    print(0, 0, 0)
else:
    k = 0
    a0 = mas.count(0)
    for a in mas:
        if a > 0:
            k += 1
    print(a0, k, n-a0-k)","0.089"
"157c7563-5b83-4f84-b184-e15788a65471","n = int(input())
for a in range(2, n+1):
    if n % a == 0:
        print(a)
        break","0.117"
"26acdc8d-1ff5-439b-81bd-00672786ec6d","mas = list(map(int, input().split()))
print(sum(mas[0:mas.index(0)]))
","0.127"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b = int(input())
c = int(input())
if c>a:
     print((c-a)//b)
else:
    print(0)","0.089"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b = int(input())
c = int(input())
if c>a:
     print((c-a)//b)
else:
    print(0)","0.097"
"94ac4455-5ad7-46a1-835a-ac155d995664","n = int(input())
p=0
for i in range(n):
    a = list(map(int,input().split()))
    k = a.count(1)
    if k>=2:
        p+=1
print(p)","0.057"
"4f8b54ae-eb36-4c4d-91da-256fc6302b91","a,b,c,d=map(int, input().split())
h=(c*60+d)-(a*60+b)
ch=h//60
m=h%60
print(ch,m)","0.106"
"48531b77-6537-4389-a998-5c74e35ac9af","a = int(input())
a = str(a)
s = 0
for i in range(len(a)):
    s += int(a[i])
if s % 3 == 0:
    print('YES')
else:
    print('NO')","0.148"
"c0df7d49-26f5-451c-b44a-1e0bca60bca5","l = list(map(int, input().split()))
m, n =0, 0
for el in l:
  if el == 0:
    break
  n+=1
print(n)","0.083"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b = int(input())
c = int(input())
print((c-a)//b)","0.063"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","mas = list(map(int, input().split()))
mas.sort()
print(mas[0]*2 + mas[1]*2)","0.076"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","mas = list(map(int, input().split()))
mas.sort()
l = True
for i in range(len(mas)):
    if mas.count(mas[0]) == len(mas):
        l = True
    else:
        l = False
if l:
    print(sum(mas))
else:
    print(mas[0]*2 + mas[1]*2)","0.117"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n = int(input())
k = 0
mx = 1
mas = list(map(int, input().split()))
mas.sort()
for i in range(n):
    mx = mas[-1]
    if mas[i] < mas[-1]:
        k += mas[-1] - mas[i]
    elif mas[i] == mas[-1]:
        k += 0
    else:
        pass
print(k)","0.113"
"01c8944f-0a22-4bc7-8338-acd655974e1a","n, m = map(int, input().split())
mas = []
for i in range(n):
    a, b = map(int, input().split())
    s = m*(a/b)
    mas.append(s)
print('%.6f' % (min(mas)))","0.128"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b = int(input())
c = int(input())
print((c-a)//b)","0.126"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1, d2, d3 = map(int,input().split())
print(min(2*d1 + 2*d2, d1+d2+d3, 2*d1 + 2*d3, 2*d2+2*d3))","0.149"
"d5e4d47f-6494-4c3f-b408-6562c81ae4e7","import math
p, k, t, r = map(int,input().split())
n = math.ceil(p/k)
m = n*t + (n-1)*r
print(m)","0.076"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n % k == 0:
    p = n // k
else:
    p = n // k + 1
print(m * 2 * p)","0.057"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n <= k:
    m = m*2
else:
    m = (2*n//k)*m
    if n % k != 0 and n % k != k // 2:
        m += m
print(m)","0.103"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n <= k:
    x = m*2
else:
    m = (2*n//k)*m
    if n % k != 0 and n % k != k // 2:
        x += m
print(x)","0.098"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n <= k:
    print(m * 2)
else:
    x = n * 2 // k
    if n * 2 % k != 0:
        x += 1
    print(x*m)","0.097"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n % k == 0:
    p = n // k
    print(m * 2 * p)
else:
    x = n * 2 // k
    if n * 2 % k != 0:
        x += 1
    print(x*m)","0.127"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
print((c-a)//b)","0.059"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","a=list(map(int,input().split()))
b=0
while len(a)>1:
    b+=min(a)
    a.remove(min(a))
print(2*b)","0.129"
"01c8944f-0a22-4bc7-8338-acd655974e1a","n, m= map(int, input().split())
mn=500000000
for i in range(n):
     a, b= map(int, input().split())
     x=a/b
     mn=min(mn,x)
p = m * mn
print('{:.6f}'.format(p))","0.112"
"3c867d85-e9aa-482c-ac5e-574724751b37","s = input()
s= s + 'O'
p = ['A', 'E', 'I', 'O', 'U', 'Y']
mn =0
x = 0
for i in range(len(s)):
    if s[i] in p:
        mn = max(mn,i-x)
        x=i
print(mn)","0.06"
"0e068baa-ec82-4085-84a0-c436b5832755","a=int(input())
for i in range(a,10**10, a):
    if (i%10==4) and (str(i)[2:6] == '2139') and (str(i)[0] == '1'):
        print(i, i//a)","0.118"
"3c867d85-e9aa-482c-ac5e-574724751b37","s = input()
s= 'O' + s + 'O'
p = ['A', 'E', 'I', 'O', 'U', 'Y']
mn =0
x = 0
for i in range(1, len(s)):
    if s[i] in p:
        mn = max(mn,i-x)
        x=i
print(mn)","0.054"
"86e003c3-5c8d-4897-9f9e-a17c896cc8f1","a=int(input())
for i in range(123450708,123460000):
    if (i%a==0) and (i%10==8) and ((i//100)%10==7):
        print(i, i//a)","0.14"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n = int(input())
a = list(map(int,input().split()))
a1 = max(a)
s = 0
for i in range(n):
    s += a1-a[i]
print(s)","0.077"
"46191358-5b90-4de8-b69e-0b3597953584","a=int(input())
zn=[]
xx=[]
for x in range(a+1,a+10000):
    de=set()  
    for d in range(1,round(x**0.5)+1):
        if x%d==0:
            de.add(d)
            de.add(x//d)
    if len(de)>5:
        de=sorted(de)
        p=de[5]*de[1]*de[2]*de[3]*de[4]
        if p<x:
            xx.append(x)
            zn.append(p)
    if len(zn)>4:
        break
for x in range(0,5):
    print(xx[x],zn[x])","0.138"
"b1cc81ce-a1cb-4d57-9438-fb792a698d9b","a=int(input())
zn=[]
xx=[]
for x in range(a+1,10**10):
    de=[]  
    for d in range(2,round(x**0.5)+1):
        if x%d==0:
            de.append(d)
            if d!=x//d:
                de.append(x//d)
        if len(de)>3:
            break
    de.sort();
    de.reverse();
    
    if len(de)>1:
        if (de[0]+de[1])<10000:
            xx.append(x)
            zn.append(de[0]+de[1])
    if len(zn)>4:
        break
for x in range(len(xx)):
    print(xx[x],zn[x])","0.111"
"f219f00f-7aa0-4548-9766-13c878269d42","a,b=map(int,input().split())
ap=[]
for m in range(0,30,2):
    for n in range(1,20,2):
        x = 2**m * 3**n
        if a<= x <=b:
            ap.append(x)
ap.sort()
for m in range(len(ap)):
    print(ap[m])","0.083"
"0e068baa-ec82-4085-84a0-c436b5832755","a=int(input())
for u in range(0,10**10,a):
    if u%10==4 and (str(u)[0]=='1') and (str(u)[2:6]=='2139'):
        print(u,u//a)","0.125"
"0e068baa-ec82-4085-84a0-c436b5832755","a=int(input())
for u in range(0,10**10,a):
    if u%10==4 and (str(u)[0]=='1') and (str(u)[2:6]=='2139'):
        print(u,u//a)","0.104"
"0e068baa-ec82-4085-84a0-c436b5832755","x=int(input())
sp=[]
for c in range(0,10):
    s=''
    for o in range(0,10):   
        s=str('00')+str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
        s=str('0')+str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
    for o in range(10,100):
        s=str('0')+str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
    for o in range(100,1000):
        s=str(o)
        p=int('1'+str(c)+'2139'+s+'4')
        if p%x==0:
            sp.append(p)
sp.sort()
for p in sp:
    print(p,p//x)","0.09"
"ae73b48e-98a5-492c-8872-f60c90a3ff1c","a=int(input())
for u in range(0,10**10,a):
    if u%100==21 and (str(u)[0]=='1') and (str(u)[2:5]=='954'):
        print(u)","0.081"
"ae73b48e-98a5-492c-8872-f60c90a3ff1c","a=int(input())
for u in range(0,10**10,a):
    if u%100==21 and (str(u)[0]=='1') and (str(u)[2:5]=='954'):
        print(u)","0.105"
"ae73b48e-98a5-492c-8872-f60c90a3ff1c","x=int(input())
sp=[]
for c in range(0,10):
    s=''
    p=int('1'+str(c)+'95421')
    if p%x==0:
        sp.append(p)
    for o in range(0,10):   
        s=str('00')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str('0')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
    for o in range(10,100):
        s=str('0')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
    for o in range(100,1000):
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
sp.sort()
for p in sp:
    print(p)","0.066"
"ae73b48e-98a5-492c-8872-f60c90a3ff1c","x=int(input())
sp=[]
for c in range(0,10):
    s=''
    p=int('1'+str(c)+'95421')
    if p%x==0:
        sp.append(p)
    for o in range(0,10):   
        s=str('00')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str('0')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
    for o in range(10,100):
        s=str('0')+str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
    for o in range(100,1000):
        s=str(o)
        p=int('1'+str(c)+'954'+s+'21')
        if p%x==0:
            sp.append(p)
sp.sort()
for p in sp:
    print(p)","0.067"
"86e003c3-5c8d-4897-9f9e-a17c896cc8f1","x=int(input())
sp=[]

for c in range(0,10):
    for i in range(0,10):
        p=int('12345'+str(c)+'7'+str(i)+'8')
        if p%x==0:
            sp.append(p)
    
    
sp.sort()
for p in sp:
    print(p,p//x)","0.097"
"86e003c3-5c8d-4897-9f9e-a17c896cc8f1","a=int(input())
for u in range(123450000,123460000):
    if u%10==8 and (str(u)[0:5]=='12345') and (str(u)[6:7]=='7') and u%a==0:
        print(u,u//a)","0.076"
"86e003c3-5c8d-4897-9f9e-a17c896cc8f1","a=int(input())
for u in range(123450000,123460000):
    if u%10==8 and (str(u)[0:5]=='12345') and (str(u)[6:7]=='7') and u%a==0:
        print(u,u//a)","0.133"
"46191358-5b90-4de8-b69e-0b3597953584","x=int(input())


def ko(x):
    sp=[]
    for t in range(1,int(x**0.5)+1):
        if x%t==0:
            sp.append(t)
            if t!=x//t:
                sp.append(x//t)
    spf=[]
    sp.sort()
    spf=sp[1:6]
    return spf
k=0
for i in range(x+1,x*10):
    spd=ko(i)
    f=1

    for n in spd:
        f*=n
    if i>f:
        k+=1
        print(i,f)
        
    if k==5:
        break","0.074"
"46191358-5b90-4de8-b69e-0b3597953584","a=int(input())
def f(n):
    sp=[]
    for t in range(1,int(n**0.5)+1):
        if n%t==0:
            sp.append(t)
        if n//t!=t:
            sp.append(n//t)
    sp.sort()
    spd=sp[1:6]
    return spd


k=0
for i in range(a+1,a*10):
    spf=f(i)
    h=1
    spt=[]
    for u in spf:
        h=h*u
    if h<i:
        print(i,h)
        k+=1
        if k==5:
            break","0.117"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
print((c-a)//b)","0.07"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b = int(input())
c = int(input())

print((c - a) // b)","0.087"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","A=int(input())
B=int(input())
C=int(input())
print((C-A)//B)","0.059"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1, d2, d3 = map(int,input().split())

print(min(d1, d2) * 2 + max(d1, d2) * 2)","0.098"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1, d2, d3 = map(int,input().split())

if d1 + d2 <= d3:
    print(min(d1, d2) * 2 + max(d1, d2) * 2)
else:
    print(d1 + d2 + d3)","0.114"
"de60668c-9cf3-4d87-80d1-457552bd8a37","k, r = map(int,input().split())
if k<10:
    if k == r:
        print(1)
    elif k%r == 0:
        print(k//r)
for i in range(11):
    if (i*k-r) % 10 == 0:
        print(i)
if k*2%10 == 0:
    print(2)","0.126"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1, d2, d3 = map(int,input().split())

print(min(2 * d1 + 2 * d2, 2 * d1 + 2 * d3, 2 * d2 + 2 * d3, d1 + d2 + d3))","0.089"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
print(min(2*d1+2*d2,2*d1+2*d3,2*d2+2*d3,d1+d2+d3))","0.137"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
print(min(2*d1+2*d2,2*d1+2*d3,2*d2+2*d3,2*d1+2*d2+2*d3))","0.057"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
print(min(2*d1+2*d2,2*d1+2*d3,2*d2+2*d3,d1+d2+d3))","0.122"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","x = int(input())
p = x // 2
counter = 0
if x % 2 == 0:
    for i in range(1, p // 2 + 1):
        if i != p - i:
            counter += 1
    print(counter)
else:
    print(0)","0.061"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","x = int(input())
p = x // 2
counter = 0
if x % 2 == 0:
    for i in range(1, p // 2 + 1):
        if i != p - i:
            counter += 1
    print(counter)
else:
    print(0)","0.133"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n = int(input())
k = 0
p = n//2
if n%2 == 0:
    for i in range(1,p//2+1):
        if i != p-i:
            k+=1
print(k)","0.122"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n=int(input())
p=n//2
k=0
for i in range(1,p//2+1):
    if i!=(p-i):
     k+=1
print(k)","0.064"
