task,code,model
ba76fdac-e782-449b-91a3-c05bce9c93bd,"
a, b = map(int, input().split())
s = a + b
print(s)
",blackboxai
ba76fdac-e782-449b-91a3-c05bce9c93bd,"
a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
sum_of_numbers = a + b
print(sum_of_numbers)
",llama-3.2-3b
ba76fdac-e782-449b-91a3-c05bce9c93bd,"
a, b = map(int, input().split())
s = a + b
print(s)
",blackboxai-pro
ba76fdac-e782-449b-91a3-c05bce9c93bd,"
a, b = map(int, input().split())
s = a + b
print(s)
",evil
4849bab6-fd74-47ab-b036-ee7436a155ab,"
a, b = map(int, input().split())
c = str(a)
d = str(b)
e = c + d
print(e)
",llama-3.2-3b
4849bab6-fd74-47ab-b036-ee7436a155ab,"
a, b = map(int, input().split())
res = a * b
print(res)
",deepseek-chat
4849bab6-fd74-47ab-b036-ee7436a155ab,"
a, b = map(int, input().split())
res = a * b
print(res)
",blackboxai
4849bab6-fd74-47ab-b036-ee7436a155ab,"
a, b = map(int, input().split())
res = a * b
print(res)
",blackboxai-pro
4849bab6-fd74-47ab-b036-ee7436a155ab,"
a, b = map(int, input().split())
res = a * b
print(res)
",deepseek-v3
4849bab6-fd74-47ab-b036-ee7436a155ab,"
x, y = map(int, input().split())
res = x * y
print(res)
",evil
19c885d8-a7aa-480c-946b-9742a59e1d41,"
m = list(map(int, input().split()))
m_sorted = sorted(m)
median = m_sorted[1]
total = 0
for num in m:
    total += abs(num - median)
print(total)
",deepseek-v3
19c885d8-a7aa-480c-946b-9742a59e1d41,"
M1, M2, M3 = map(int, input().split())
d = abs(M1-M3)
d += abs(M2-M1)
d += abs(M2-M3)
print(d)
",llama-3.2-3b
19c885d8-a7aa-480c-946b-9742a59e1d41,"
M1, M2, M3 = map(int, input().split())
positions = [M1, M2, M3]
positions.sort()
min_dist = float('inf')

for i in range(positions[0], positions[2] + 1):
    dist = abs(i - positions[0]) + abs(i - positions[1]) + abs(i - positions[2])
    if dist < min_dist:
        min_dist = dist

print(min_dist)
",blackboxai
19c885d8-a7aa-480c-946b-9742a59e1d41,"
M1, M2, M3 = map(int, input().split())
positions = [M1, M2, M3]
positions.sort()
min_dist = float('inf')

for i in range(positions[0], positions[2] + 1):
    dist = abs(i - positions[0]) + abs(i - positions[1]) + abs(i - positions[2])
    if dist < min_dist:
        min_dist = dist

print(min_dist)
",blackboxai-pro
19c885d8-a7aa-480c-946b-9742a59e1d41,"
M1, M2, M3 = map(int, input().split())
min_dist = float('inf')

for target in [M1, M2, M3]:
    dist = abs(M1 - target) + abs(M2 - target) + abs(M3 - target)
    if dist < min_dist:
        min_dist = dist

print(min_dist)
",evil
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, d = map(int, input().split())
s = input()

for i in range(n):
    for j in range(i+1, n+1):
        s2 = s[:i] + str(d) + s[i:j] + s[j:]
        if s2 > s:
            print(s2)
            exit()
",llama-3.2-3b
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, z = map(int, input().split())
num = input().strip()
max_num = ''
inserted = False

for i in range(n):
    if not inserted and z > int(num[i]):
        max_num += str(z)
        inserted = True
    max_num += num[i]

if not inserted:
    max_num += str(z)

print(max_num)
",blackboxai
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, z = map(int, input().split())
num = input().strip()
res = ''
inserted = False
for i in range(n):
    if not inserted and int(num[i]) < z:
        res += str(z)
        inserted = True
    res += num[i]
if not inserted:
    res += str(z)
print(res)
",deepseek-chat
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, z = map(int, input().split())
s = input().strip()
max_num = ''
inserted = False

for i in range(n):
    if not inserted and z > int(s[i]):
        max_num += str(z)
        inserted = True
    max_num += s[i]

if not inserted:
    max_num += str(z)

print(max_num)
",blackboxai-pro
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, z = map(int, input().split())
num = input().strip()
max_num = ''
for i in range(n + 1):
    new_num = num[:i] + str(z) + num[i:]
    if new_num > max_num:
        max_num = new_num
print(max_num)
",evil
b436a20f-3378-407b-9d0c-adf4962d847a,"
n, d = input().split()
d = int(d)
s = input().strip()

res = ''
inserted = False
for i in range(len(s)):
    if not inserted and d > int(s[i]):
        res += str(d)
        inserted = True
    res += s[i]

if not inserted:
    res += str(d)

print(res)
",deepseek-v3
db113d71-211d-446c-8cc7-3fa4c4772bf5,"
n, m = map(int, input().split())

ord = []
for i in range(1, n+1):
    for j in range(2*i):
        if j % 2:
            ord.append(1 + (j//2)*2)
        else:
            ord.append(2 + (j//2)*2)

for i in range(1, m-n*n):
    ord.append(1)

print(*ord)
",llama-3.2-3b
db113d71-211d-446c-8cc7-3fa4c4772bf5,"
n, m = map(int, input().split())
seats = []
for i in range(1, n + 1):
    if len(seats) < m:
        seats.append(2 * i - 1)  # left window
    if len(seats) < m:
        seats.append(2 * i)      # right window
for i in range(1, n + 1):
    if len(seats) < m:
        seats.append(2 * i - 1 + 2 * n)  # left aisle
    if len(seats) < m:
        seats.append(2 * i + 2 * n)      # right aisle
print(*seats[:m])
",blackboxai
db113d71-211d-446c-8cc7-3fa4c4772bf5,"
n, m = map(int, input().split())
a = [0] * (4 * n)
i = 0
for j in range(1, 2 * n + 1):
    if j <= n:
        a[i] = j
        i += 1
        a[i] = j + 2 * n
        i += 1
    else:
        a[i] = j - n
        i += 1
        a[i] = j + n
        i += 1
for j in range(2 * n, 4 * n):
    if a[j] == 0:
        a[j] = j - 2 * n + 1
b = [0] * m
for j in range(m):
    b[j] = a[j]
for j in range(m - 1):
    for k in range(0, m - j - 1):
        if b[k] > b[k + 1]:
            b[k], b[k + 1] = b[k + 1], b[k]
for j in range(m):
    print(b[j], end = "" "")
",evil
db113d71-211d-446c-8cc7-3fa4c4772bf5,"
n, m = map(int, input().split())
seats = []
for i in range(1, n + 1):
    if len(seats) < m:
        seats.append(2 * i - 1)  # left window
    if len(seats) < m:
        seats.append(2 * i)      # right window
for i in range(1, n + 1):
    if len(seats) < m:
        seats.append(2 * i - 1 + 2 * n)  # left aisle
    if len(seats) < m:
        seats.append(2 * i + 2 * n)      # right aisle
print(*seats[:m])
",blackboxai-pro
db113d71-211d-446c-8cc7-3fa4c4772bf5,"
n, m = map(int, input().split())
seats = [None] * (4 * n)
left_window = 0
right_window = 1
left_aisle = 2 * n
right_aisle = 2 * n + 1
for i in range(m):
    if i < 2 * n:
        if i % 2 == 0:
            seats[left_window] = i + 1
            left_window += 2
        else:
            seats[right_window] = i + 1
            right_window += 2
    else:
        if (i - 2 * n) % 2 == 0:
            seats[left_aisle] = i + 1
            left_aisle += 2
        else:
            seats[right_aisle] = i + 1
            right_aisle += 2
exit_order = []
for row in range(n):
    exit_order.append(seats[2 * row + 2 * n])
    exit_order.append(seats[2 * row])
    exit_order.append(seats[2 * row + 2 * n + 1])
    exit_order.append(seats[2 * row + 1])
print(' '.join(map(str, exit_order)))
",deepseek-v3
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
a,b,c,d=input(),input()
if a==b==c==d:
    print(0)
elif a==b and c==d:
    print(1)
elif a==c and b==d:
    print(1)
elif a==d and b==c:
    print(1)
elif a==b or a==c or a==d or b==c or b==d or c==d:
    print(2)
else:
    print(3)
",evil
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
a = input()
b = input()
x = set(a + b)
y = len(x)
if y == 1:
    print(0)
else:
    c = 0
    for i in range(26):
        for j in range(i + 1, 26):
            for k in range(j + 1, 26):
                for l in range(k + 1, 26):
                    a1 = a.replace(chr(i), '#')
                    a1 = a1.replace(chr(j), '#')
                    a1 = a1.replace(chr(k), '#')
                    a1 = a1.replace(chr(l), '#')
                    b1 = b.replace(chr(i), '#')
                    b1 = b1.replace(chr(j), '#')
                    b1 = b1.replace(chr(k), '#')
                    b1 = b1.replace(chr(l), '#')
                    c += 1
                    a = a1
                    b = b1
    print(min(c, y))
",llama-3.2-3b
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
s1 = input().strip()
s2 = input().strip()
field = s1 + s2
count = {}
for ch in field:
    if ch in count:
        count[ch] += 1
    else:
        count[ch] = 1
max_count = max(count.values())
moves = 4 - max_count
print(moves)
",blackboxai
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
s1 = input().strip()
s2 = input().strip()
field = s1 + s2
count = {}
for ch in field:
    if ch in count:
        count[ch] += 1
    else:
        count[ch] = 1
max_count = max(count.values())
moves = 4 - max_count
print(moves)
",blackboxai-pro
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
field = []
field.append(list(input().strip()))
field.append(list(input().strip()))

counts = {}
for row in field:
    for cell in row:
        counts[cell] = counts.get(cell, 0) + 1

max_count = max(counts.values())
moves = 4 - max_count
print(moves)
",deepseek-chat
9f7a68f4-0125-4e43-a65d-6c66ee1629ec,"
field = []
field.append(list(input().strip()))
field.append(list(input().strip()))

counts = {}
for row in field:
    for cell in row:
        counts[cell] = counts.get(cell, 0) + 1

max_count = max(counts.values())
moves = 4 - max_count
print(moves)
",deepseek-v3
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
m = list(map(int, input().split()))
m.sort()
ans = 0
for i in range(n):
    for j in range(i + 1, n):
        if m[i] + d >= m[j]:
            ans += 1
print(ans)
",llama-3.2-3b
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
m = list(map(int, input().split()))
c = 0
for i in range(n):
    for j in range(i + 1, n):
        if abs(m[i] - m[j]) <= d:
            c += 1
print(c)
",evil
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
m = list(map(int, input().split()))
res = 0

for i in range(n):
    for j in range(i + 1, n):
        if abs(m[i] - m[j]) <= d:
            res += 1

print(res)
",deepseek-v3
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
weights = list(map(int, input().split()))
weights.sort()
count = 0

for i in range(n):
    for j in range(i + 1, n):
        if weights[j] - weights[i] <= d:
            count += 1
        else:
            break

print(count)
",blackboxai
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
weights = list(map(int, input().split()))
weights.sort()
count = 0

for i in range(n):
    for j in range(i + 1, n):
        if weights[j] - weights[i] <= d:
            count += 1
        else:
            break

print(count)
",blackboxai-pro
51da05db-a06f-4b98-98be-db263befcf2e,"
n, d = map(int, input().split())
m = list(map(int, input().split()))
m.sort()
res = 0
left = 0
for right in range(1, n):
    while m[right] - m[left] > d:
        left += 1
    res += right - left
print(res)
",deepseek-chat
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
if n < 5:
    print(""Robot"")
else:
    if n % 2:
        print(""Robot"")
    else:
        print(""You"")
",llama-3.2-3b
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
if n % 3 == 0:
    print(""Robot"")
else:
    print(""not Robot"")
",deepseek-v3
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
if n % 3 == 0:
    print(""not Robot"")
else:
    print(""Robot"")
",deepseek-chat
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
if n % 2 == 0:
    print('I win')
else:
    print('not Robot')
",evil
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
board = [1] * n
turn = 0

while True:
    counts = {}
    for num in board:
        if num in counts:
            counts[num] += 1
        else:
            counts[num] = 1
            
    move_possible = False
    for key in counts:
        if counts[key] >= 2:
            move_possible = True
            break
            
    if not move_possible:
        if turn % 2 == 0:
            print('not Robot')
        else:
            print('I win')
        break
    
    for key in counts:
        if counts[key] >= 2:
            board.remove(key)
            board.remove(key)
            board.append(key * 2)
            turn += 1
            break
",blackboxai
cf10d30e-74e0-4d68-b804-84b51b2900e3,"
n = int(input())
board = [1] * n
turn = 0

while True:
    counts = {}
    for num in board:
        if num in counts:
            counts[num] += 1
        else:
            counts[num] = 1

    move_possible = False
    for key in counts:
        if counts[key] >= 2:
            move_possible = True
            break

    if not move_possible:
        if turn % 2 == 0:
            print('not Robot')
        else:
            print('I win')
        break

    for key in counts:
        if counts[key] >= 2:
            board.remove(key)
            board.remove(key)
            board.append(key * 2)
            turn += 1
            break
",blackboxai-pro
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
x = list(map(int, input().split()))
carpet = 0
cur = 0
for i in x:
    if i == cur:
        carpet += 1
        cur += 1
    else:
        carpet = 1
        cur = i
print(carpet)
",llama-3.2-3b
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
a = list(map(int, input().split()))
d = {}
m = 0
for i in a:
    if i in d:
        del d[d[i]]
        m = max(m, len(d))
    else:
        d[i] = i
print(m)
",evil
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
trifles = list(map(int, input().split()))
carpet = []
max_count = 0

for t in trifles:
    if t in carpet:
        carpet.remove(t)
    else:
        carpet.append(t)
        if len(carpet) > max_count:
            max_count = len(carpet)

print(max_count)
",blackboxai
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
trifles = list(map(int, input().split()))
carpet = []
max_count = 0

for t in trifles:
    if t in carpet:
        carpet.remove(t)
    else:
        carpet.append(t)
        if len(carpet) > max_count:
            max_count = len(carpet)

print(max_count)
",blackboxai-pro
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
trifles = list(map(int, input().split()))
carpet = []
max_count = 0

for t in trifles:
    if t in carpet:
        carpet.remove(t)
    else:
        carpet.append(t)
        if len(carpet) > max_count:
            max_count = len(carpet)

print(max_count)
",deepseek-chat
dea8d696-205a-4637-aa51-cf7d02c29a02,"
n = int(input())
seq = list(map(int, input().split()))
carpet = set()
max_trifles = 0

for num in seq:
    if num in carpet:
        carpet.remove(num)
    else:
        carpet.add(num)
        if len(carpet) > max_trifles:
            max_trifles = len(carpet)

print(max_trifles)
",deepseek-v3
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
a = list(map(int, input().split()))
dp = [0] * (n + 1)
for i in range(1, n + 1):
    dp[i] = dp[i - 1] + 1
    for j in range(i):
        dp[i] = min(dp[i], dp[j] + (a[i - 1] - a[j]) // 10 + 1)
print(dp[-1])
",llama-3.2-3b
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
arr = list(map(int, input().split()))
if n == 1:
    print(1)
else:
    arr.sort()
    res = 1
    for i in range(1, n):
        if arr[i] != arr[i - 1]:
            res += 1
    print(res)
",blackboxai
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
arr = list(map(int, input().split()))
if n == 1:
    print(1)
else:
    arr.sort()
    res = 1
    for i in range(1, n):
        if arr[i] != arr[i - 1]:
            res += 1
    print(res)
",deepseek-chat
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
arr = list(map(int, input().split()))
if n == 1:
    print(1)
else:
    arr.sort()
    res = 1
    for i in range(1, n):
        if arr[i] != arr[i - 1]:
            res += 1
    print(res)
",blackboxai-pro
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
a = list(map(int, input().split()))
b = []
for i in range(n):
    if not b or abs(a[i] - b[-1]) > 10:
        b.append(a[i])
print(len(b))
",evil
09441e0b-3a6a-4c17-a1e3-6bec7305e997,"
n = int(input())
a = list(map(int, input().split()))
if n == 1:
    print(1)
else:
    res = 1
    for i in range(1, n):
        if a[i] != a[i-1]:
            res += 1
    print(res)
",deepseek-v3
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
n = input().split()
G = int(n[0])
C = int(n[1])
H = int(n[2])
print(G + C + H)
",llama-3.2-3b
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
G, C, H = map(int, input().split())
if C > H:
    res = G + 2 * H + (G - H) // 2
else:
    res = G + 2 * C + (G - C) // 2
print(res)
",blackboxai
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
G, C, H = map(int, input().split())
res = 0
if G > 0:
    res += 1
    G -= 1
while G > 0 and (C > 0 or H > 0):
    if C > 0:
        res += 1
        C -= 1
    elif H > 0:
        res += 1
        H -= 1
    res += 1
    G -= 1
print(res)
",deepseek-chat
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
G, C, H = map(int, input().split())
if C > H:
    res = G + 2 * H + (C - H)
else:
    res = G + 2 * C
print(res)
",blackboxai-pro
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
G, C, H = map(int, input().split())
if C > H:
    res = G + 2 * H + 1 if G > 0 else G + 2 * H
else:
    res = G + 2 * C + 1 if G > 0 else G + 2 * C
print(res)
",evil
d29dd9ba-3ac3-462f-b2dd-7531b3f01171,"
G, C, H = map(int, input().split())
res = 0
if G > 0:
    res += 1
    G -= 1
while G > 0 and (C > 0 or H > 0):
    if C > 0:
        res += 1
        C -= 1
    elif H > 0:
        res += 1
        H -= 1
    res += 1
    G -= 1
print(res)
",deepseek-v3
